"time_id","start_time","hour","day","week","month","year","weekday"
1299,"2018-11-26 14:36:52.796",14,26,48,11,2018,0
1300,"2018-11-26 14:37:37.796",14,26,48,11,2018,0
1301,"2018-11-26 14:40:42.796",14,26,48,11,2018,0
1302,"2018-11-26 14:40:53.796",14,26,48,11,2018,0
1303,"2018-11-26 14:43:07.796",14,26,48,11,2018,0
1304,"2018-11-26 14:46:01.796",14,26,48,11,2018,0
1305,"2018-11-26 14:46:48.796",14,26,48,11,2018,0
1306,"2018-11-26 14:49:08.796",14,26,48,11,2018,0
1307,"2018-11-26 14:51:25.796",14,26,48,11,2018,0
1308,"2018-11-26 14:53:07.796",14,26,48,11,2018,0
1309,"2018-11-26 14:56:08.796",14,26,48,11,2018,0
1310,"2018-11-26 14:58:18.796",14,26,48,11,2018,0
1311,"2018-11-26 14:59:57.796",14,26,48,11,2018,0
1312,"2018-11-26 15:01:21.796",15,26,48,11,2018,0
1313,"2018-11-26 15:02:10.796",15,26,48,11,2018,0
1314,"2018-11-26 15:05:44.796",15,26,48,11,2018,0
1315,"2018-11-26 15:07:09.796",15,26,48,11,2018,0
1316,"2018-11-26 15:09:14.796",15,26,48,11,2018,0
1317,"2018-11-26 15:13:04.796",15,26,48,11,2018,0
1318,"2018-11-26 15:17:36.796",15,26,48,11,2018,0
1319,"2018-11-26 15:20:25.796",15,26,48,11,2018,0
1320,"2018-11-26 15:21:46.796",15,26,48,11,2018,0
1321,"2018-11-26 15:25:18.796",15,26,48,11,2018,0
1322,"2018-11-26 15:26:05.796",15,26,48,11,2018,0
1323,"2018-11-26 15:29:11.796",15,26,48,11,2018,0
1324,"2018-11-26 15:30:00.796",15,26,48,11,2018,0
1325,"2018-11-26 15:31:11.796",15,26,48,11,2018,0
1326,"2018-11-26 15:33:11.796",15,26,48,11,2018,0
1327,"2018-11-26 15:33:56.796",15,26,48,11,2018,0
1328,"2018-11-26 15:34:47.796",15,26,48,11,2018,0
1329,"2018-11-26 15:35:53.796",15,26,48,11,2018,0
1330,"2018-11-26 15:37:14.796",15,26,48,11,2018,0
1331,"2018-11-26 15:37:53.796",15,26,48,11,2018,0
1332,"2018-11-26 15:39:51.796",15,26,48,11,2018,0
1333,"2018-11-26 15:40:27.796",15,26,48,11,2018,0
1334,"2018-11-26 15:41:32.796",15,26,48,11,2018,0
1335,"2018-11-26 15:43:58.796",15,26,48,11,2018,0
1336,"2018-11-26 15:44:29.796",15,26,48,11,2018,0
1337,"2018-11-26 15:44:42.796",15,26,48,11,2018,0
1338,"2018-11-26 15:47:36.796",15,26,48,11,2018,0
1339,"2018-11-26 15:47:41.796",15,26,48,11,2018,0
1340,"2018-11-26 15:48:45.796",15,26,48,11,2018,0
1341,"2018-11-26 15:49:15.796",15,26,48,11,2018,0
1342,"2018-11-26 15:50:44.796",15,26,48,11,2018,0
1343,"2018-11-26 15:52:43.796",15,26,48,11,2018,0
1344,"2018-11-26 15:52:49.796",15,26,48,11,2018,0
1345,"2018-11-26 15:55:09.796",15,26,48,11,2018,0
1346,"2018-11-26 15:57:19.796",15,26,48,11,2018,0
1347,"2018-11-26 15:57:20.796",15,26,48,11,2018,0
1348,"2018-11-26 16:00:07.796",16,26,48,11,2018,0
1349,"2018-11-26 16:01:56.796",16,26,48,11,2018,0
1350,"2018-11-26 17:37:52.796",17,26,48,11,2018,0
1351,"2018-11-26 17:40:53.796",17,26,48,11,2018,0
1352,"2018-11-26 17:44:14.796",17,26,48,11,2018,0
1353,"2018-11-26 17:46:50.796",17,26,48,11,2018,0
1354,"2018-11-26 17:51:31.796",17,26,48,11,2018,0
1355,"2018-11-26 17:57:10.796",17,26,48,11,2018,0
1356,"2018-11-26 18:22:59.796",18,26,48,11,2018,0
1357,"2018-11-26 18:25:34.796",18,26,48,11,2018,0
1358,"2018-11-26 18:30:05.796",18,26,48,11,2018,0
1359,"2018-11-26 18:31:06.796",18,26,48,11,2018,0
1360,"2018-11-26 18:34:29.796",18,26,48,11,2018,0
1361,"2018-11-26 18:38:15.796",18,26,48,11,2018,0
1362,"2018-11-26 18:43:01.796",18,26,48,11,2018,0
1363,"2018-11-26 18:43:36.796",18,26,48,11,2018,0
1364,"2018-11-26 18:46:43.796",18,26,48,11,2018,0
1365,"2018-11-26 18:48:19.796",18,26,48,11,2018,0
1366,"2018-11-26 18:50:38.796",18,26,48,11,2018,0
1367,"2018-11-26 18:53:37.796",18,26,48,11,2018,0
1368,"2018-11-26 18:58:10.796",18,26,48,11,2018,0
1369,"2018-11-26 19:01:37.796",19,26,48,11,2018,0
1370,"2018-11-26 19:04:31.796",19,26,48,11,2018,0
1371,"2018-11-26 19:38:19.796",19,26,48,11,2018,0
1372,"2018-11-26 19:41:55.796",19,26,48,11,2018,0
1373,"2018-11-25 01:39:14.796",1,25,47,11,2018,6
1374,"2018-11-25 01:42:11.796",1,25,47,11,2018,6
1375,"2018-11-25 02:35:47.796",2,25,47,11,2018,6
1376,"2018-11-25 02:40:22.796",2,25,47,11,2018,6
1377,"2018-11-25 05:05:48.796",5,25,47,11,2018,6
1378,"2018-11-25 05:09:11.796",5,25,47,11,2018,6
1379,"2018-11-25 05:13:48.796",5,25,47,11,2018,6
1380,"2018-11-25 05:19:22.796",5,25,47,11,2018,6
1381,"2018-11-25 05:24:18.796",5,25,47,11,2018,6
1382,"2018-11-25 05:27:58.796",5,25,47,11,2018,6
1383,"2018-11-25 05:28:25.796",5,25,47,11,2018,6
1384,"2018-11-25 05:49:11.796",5,25,47,11,2018,6
1385,"2018-11-25 05:52:32.796",5,25,47,11,2018,6
1386,"2018-11-25 05:55:40.796",5,25,47,11,2018,6
1387,"2018-11-25 05:58:02.796",5,25,47,11,2018,6
1388,"2018-11-25 06:02:14.796",6,25,47,11,2018,6
1389,"2018-11-25 06:06:17.796",6,25,47,11,2018,6
1390,"2018-11-25 06:08:30.796",6,25,47,11,2018,6
1391,"2018-11-25 06:11:10.796",6,25,47,11,2018,6
1392,"2018-11-25 06:15:59.796",6,25,47,11,2018,6
1393,"2018-11-25 06:46:58.796",6,25,47,11,2018,6
1394,"2018-11-25 06:51:16.796",6,25,47,11,2018,6
1395,"2018-11-25 08:40:08.796",8,25,47,11,2018,6
1396,"2018-11-25 11:28:25.796",11,25,47,11,2018,6
1397,"2018-11-25 13:56:40.796",13,25,47,11,2018,6
1398,"2018-11-25 14:13:48.796",14,25,47,11,2018,6
1399,"2018-11-25 14:17:10.796",14,25,47,11,2018,6
1400,"2018-11-25 16:06:25.796",16,25,47,11,2018,6
1401,"2018-11-25 16:10:39.796",16,25,47,11,2018,6
1402,"2018-11-25 16:14:24.796",16,25,47,11,2018,6
1403,"2018-11-25 16:18:23.796",16,25,47,11,2018,6
1404,"2018-11-25 16:22:11.796",16,25,47,11,2018,6
1405,"2018-11-25 17:29:05.796",17,25,47,11,2018,6
1406,"2018-11-25 18:21:32.796",18,25,47,11,2018,6
1407,"2018-11-25 18:24:18.796",18,25,47,11,2018,6
1408,"2018-11-25 18:27:30.796",18,25,47,11,2018,6
1409,"2018-11-25 18:31:25.796",18,25,47,11,2018,6
1410,"2018-11-25 18:36:14.796",18,25,47,11,2018,6
1411,"2018-11-25 23:48:10.796",23,25,47,11,2018,6
1412,"2018-11-25 23:52:32.796",23,25,47,11,2018,6
1413,"2018-11-25 23:59:39.796",23,25,47,11,2018,6
1414,"2018-11-17 00:02:24.796",0,17,46,11,2018,5
1415,"2018-11-17 00:06:40.796",0,17,46,11,2018,5
1416,"2018-11-17 00:10:51.796",0,17,46,11,2018,5
1417,"2018-11-17 00:14:35.796",0,17,46,11,2018,5
1418,"2018-11-17 00:17:39.796",0,17,46,11,2018,5
1419,"2018-11-17 00:20:55.796",0,17,46,11,2018,5
1420,"2018-11-17 00:27:01.796",0,17,46,11,2018,5
1421,"2018-11-17 00:28:07.796",0,17,46,11,2018,5
1422,"2018-11-17 00:31:21.796",0,17,46,11,2018,5
1423,"2018-11-17 00:37:14.796",0,17,46,11,2018,5
1424,"2018-11-17 00:43:50.796",0,17,46,11,2018,5
1425,"2018-11-17 00:54:52.796",0,17,46,11,2018,5
1426,"2018-11-17 00:58:34.796",0,17,46,11,2018,5
1427,"2018-11-17 01:05:31.796",1,17,46,11,2018,5
1428,"2018-11-17 01:08:49.796",1,17,46,11,2018,5
1429,"2018-11-17 01:12:35.796",1,17,46,11,2018,5
1430,"2018-11-17 01:18:20.796",1,17,46,11,2018,5
1431,"2018-11-17 01:23:53.796",1,17,46,11,2018,5
1432,"2018-11-17 01:26:40.796",1,17,46,11,2018,5
1433,"2018-11-17 01:29:37.796",1,17,46,11,2018,5
1434,"2018-11-17 01:34:23.796",1,17,46,11,2018,5
1435,"2018-11-17 01:38:18.796",1,17,46,11,2018,5
1436,"2018-11-17 01:42:22.796",1,17,46,11,2018,5
1437,"2018-11-17 02:20:52.796",2,17,46,11,2018,5
1438,"2018-11-17 04:31:38.796",4,17,46,11,2018,5
1439,"2018-11-17 04:38:41.796",4,17,46,11,2018,5
1440,"2018-11-17 04:42:08.796",4,17,46,11,2018,5
1441,"2018-11-17 04:47:15.796",4,17,46,11,2018,5
1442,"2018-11-17 04:52:02.796",4,17,46,11,2018,5
1443,"2018-11-17 04:53:03.796",4,17,46,11,2018,5
1444,"2018-11-17 04:58:07.796",4,17,46,11,2018,5
1445,"2018-11-17 05:01:41.796",5,17,46,11,2018,5
1446,"2018-11-17 05:02:37.796",5,17,46,11,2018,5
1447,"2018-11-17 05:05:16.796",5,17,46,11,2018,5
1448,"2018-11-17 06:31:48.796",6,17,46,11,2018,5
1449,"2018-11-17 06:35:00.796",6,17,46,11,2018,5
1450,"2018-11-17 10:21:22.796",10,17,46,11,2018,5
1451,"2018-11-17 10:24:25.796",10,17,46,11,2018,5
1452,"2018-11-17 10:28:10.796",10,17,46,11,2018,5
1453,"2018-11-17 12:52:31.796",12,17,46,11,2018,5
1454,"2018-11-17 13:38:10.796",13,17,46,11,2018,5
1455,"2018-11-17 13:42:17.796",13,17,46,11,2018,5
1456,"2018-11-17 13:45:43.796",13,17,46,11,2018,5
1457,"2018-11-17 13:53:14.796",13,17,46,11,2018,5
1458,"2018-11-17 13:58:14.796",13,17,46,11,2018,5
1459,"2018-11-17 14:09:54.796",14,17,46,11,2018,5
1460,"2018-11-17 14:13:36.796",14,17,46,11,2018,5
1461,"2018-11-17 14:17:50.796",14,17,46,11,2018,5
1462,"2018-11-17 14:21:59.796",14,17,46,11,2018,5
1463,"2018-11-17 14:27:00.796",14,17,46,11,2018,5
1464,"2018-11-17 14:30:45.796",14,17,46,11,2018,5
1465,"2018-11-17 14:33:23.796",14,17,46,11,2018,5
1466,"2018-11-17 14:37:37.796",14,17,46,11,2018,5
1467,"2018-11-17 14:40:09.796",14,17,46,11,2018,5
1468,"2018-11-17 14:45:05.796",14,17,46,11,2018,5
1469,"2018-11-17 14:48:49.796",14,17,46,11,2018,5
1470,"2018-11-17 14:52:13.796",14,17,46,11,2018,5
1471,"2018-11-17 14:55:55.796",14,17,46,11,2018,5
1472,"2018-11-17 14:56:51.796",14,17,46,11,2018,5
1473,"2018-11-17 14:59:21.796",14,17,46,11,2018,5
1474,"2018-11-17 14:59:25.796",14,17,46,11,2018,5
1475,"2018-11-17 15:00:44.796",15,17,46,11,2018,5
1476,"2018-11-17 15:02:05.796",15,17,46,11,2018,5
1477,"2018-11-17 15:03:14.796",15,17,46,11,2018,5
1478,"2018-11-17 15:05:17.796",15,17,46,11,2018,5
1479,"2018-11-17 15:06:17.796",15,17,46,11,2018,5
1480,"2018-11-17 15:10:54.796",15,17,46,11,2018,5
1481,"2018-11-17 15:14:47.796",15,17,46,11,2018,5
1482,"2018-11-17 15:18:30.796",15,17,46,11,2018,5
1483,"2018-11-17 15:22:34.796",15,17,46,11,2018,5
1484,"2018-11-17 15:25:23.796",15,17,46,11,2018,5
1485,"2018-11-17 15:28:12.796",15,17,46,11,2018,5
1486,"2018-11-17 15:31:43.796",15,17,46,11,2018,5
1487,"2018-11-17 15:34:53.796",15,17,46,11,2018,5
1488,"2018-11-17 15:37:12.796",15,17,46,11,2018,5
1489,"2018-11-17 15:41:21.796",15,17,46,11,2018,5
1490,"2018-11-17 15:48:32.796",15,17,46,11,2018,5
1491,"2018-11-17 15:51:53.796",15,17,46,11,2018,5
1492,"2018-11-17 15:54:10.796",15,17,46,11,2018,5
1493,"2018-11-17 15:55:06.796",15,17,46,11,2018,5
1494,"2018-11-17 15:57:06.796",15,17,46,11,2018,5
1495,"2018-11-17 15:57:12.796",15,17,46,11,2018,5
1496,"2018-11-17 16:01:10.796",16,17,46,11,2018,5
1497,"2018-11-17 16:02:11.796",16,17,46,11,2018,5
1498,"2018-11-17 16:05:39.796",16,17,46,11,2018,5
1499,"2018-11-17 16:07:03.796",16,17,46,11,2018,5
1500,"2018-11-17 16:08:46.796",16,17,46,11,2018,5
1501,"2018-11-17 16:12:11.796",16,17,46,11,2018,5
1502,"2018-11-17 16:14:55.796",16,17,46,11,2018,5
1503,"2018-11-17 16:16:04.796",16,17,46,11,2018,5
1504,"2018-11-17 16:24:42.796",16,17,46,11,2018,5
1505,"2018-11-17 16:33:17.796",16,17,46,11,2018,5
1506,"2018-11-17 16:35:46.796",16,17,46,11,2018,5
1507,"2018-11-17 16:39:10.796",16,17,46,11,2018,5
1508,"2018-11-17 16:42:29.796",16,17,46,11,2018,5
1509,"2018-11-17 16:46:58.796",16,17,46,11,2018,5
1510,"2018-11-17 16:49:33.796",16,17,46,11,2018,5
1511,"2018-11-17 16:56:24.796",16,17,46,11,2018,5
1512,"2018-11-17 16:58:56.796",16,17,46,11,2018,5
1513,"2018-11-17 17:31:36.796",17,17,46,11,2018,5
1514,"2018-11-17 17:36:36.796",17,17,46,11,2018,5
1515,"2018-11-17 17:38:54.796",17,17,46,11,2018,5
1516,"2018-11-17 17:42:29.796",17,17,46,11,2018,5
1517,"2018-11-17 21:32:37.796",21,17,46,11,2018,5
1518,"2018-11-17 22:44:56.796",22,17,46,11,2018,5
1519,"2018-11-17 22:48:44.796",22,17,46,11,2018,5
1520,"2018-11-17 22:52:47.796",22,17,46,11,2018,5
1521,"2018-11-17 22:56:43.796",22,17,46,11,2018,5
1522,"2018-11-17 23:00:49.796",23,17,46,11,2018,5
1523,"2018-11-17 23:04:29.796",23,17,46,11,2018,5
1524,"2018-11-17 23:08:35.796",23,17,46,11,2018,5
1525,"2018-11-17 23:13:41.796",23,17,46,11,2018,5
1526,"2018-11-17 23:18:21.796",23,17,46,11,2018,5
1527,"2018-11-17 23:23:02.796",23,17,46,11,2018,5
1528,"2018-11-17 23:25:48.796",23,17,46,11,2018,5
1529,"2018-11-17 23:29:16.796",23,17,46,11,2018,5
1530,"2018-11-17 23:32:47.796",23,17,46,11,2018,5
1531,"2018-11-17 23:34:11.796",23,17,46,11,2018,5
1532,"2018-11-17 23:36:31.796",23,17,46,11,2018,5
1533,"2018-11-17 23:37:05.796",23,17,46,11,2018,5
1534,"2018-11-17 23:39:51.796",23,17,46,11,2018,5
1535,"2018-11-17 23:40:49.796",23,17,46,11,2018,5
1536,"2018-11-17 23:49:45.796",23,17,46,11,2018,5
1537,"2018-11-17 23:52:48.796",23,17,46,11,2018,5
1538,"2018-11-17 23:54:25.796",23,17,46,11,2018,5
1539,"2018-11-17 23:55:54.796",23,17,46,11,2018,5
1540,"2018-11-17 23:57:20.796",23,17,46,11,2018,5
1541,"2018-11-02 01:25:34.796",1,2,44,11,2018,4
1542,"2018-11-02 01:30:41.796",1,2,44,11,2018,4
1543,"2018-11-02 01:34:17.796",1,2,44,11,2018,4
1544,"2018-11-02 02:42:48.796",2,2,44,11,2018,4
1545,"2018-11-02 03:05:57.796",3,2,44,11,2018,4
1546,"2018-11-02 03:34:34.796",3,2,44,11,2018,4
1547,"2018-11-02 05:15:41.796",5,2,44,11,2018,4
1548,"2018-11-02 05:52:29.796",5,2,44,11,2018,4
1549,"2018-11-02 09:01:21.796",9,2,44,11,2018,4
1550,"2018-11-02 09:04:16.796",9,2,44,11,2018,4
1551,"2018-11-02 09:08:18.796",9,2,44,11,2018,4
1552,"2018-11-02 09:12:32.796",9,2,44,11,2018,4
1553,"2018-11-02 09:13:37.796",9,2,44,11,2018,4
1554,"2018-11-02 09:16:16.796",9,2,44,11,2018,4
1555,"2018-11-02 09:19:15.796",9,2,44,11,2018,4
1556,"2018-11-02 09:22:43.796",9,2,44,11,2018,4
1557,"2018-11-02 09:26:49.796",9,2,44,11,2018,4
1558,"2018-11-02 09:31:00.796",9,2,44,11,2018,4
1559,"2018-11-02 09:35:25.796",9,2,44,11,2018,4
1560,"2018-11-02 09:40:11.796",9,2,44,11,2018,4
1561,"2018-11-02 09:42:23.796",9,2,44,11,2018,4
1562,"2018-11-02 09:47:01.796",9,2,44,11,2018,4
1563,"2018-11-02 09:50:23.796",9,2,44,11,2018,4
1564,"2018-11-02 09:54:59.796",9,2,44,11,2018,4
1565,"2018-11-02 09:57:56.796",9,2,44,11,2018,4
1566,"2018-11-02 10:02:20.796",10,2,44,11,2018,4
1567,"2018-11-02 10:04:05.796",10,2,44,11,2018,4
1568,"2018-11-02 10:07:43.796",10,2,44,11,2018,4
1569,"2018-11-02 10:11:24.796",10,2,44,11,2018,4
1570,"2018-11-02 10:13:59.796",10,2,44,11,2018,4
1571,"2018-11-02 10:19:18.796",10,2,44,11,2018,4
1572,"2018-11-02 10:21:25.796",10,2,44,11,2018,4
1573,"2018-11-02 10:24:12.796",10,2,44,11,2018,4
1574,"2018-11-02 10:29:06.796",10,2,44,11,2018,4
1575,"2018-11-02 10:33:11.796",10,2,44,11,2018,4
1576,"2018-11-02 10:38:28.796",10,2,44,11,2018,4
1577,"2018-11-02 10:42:22.796",10,2,44,11,2018,4
1578,"2018-11-02 10:47:41.796",10,2,44,11,2018,4
1579,"2018-11-02 10:53:11.796",10,2,44,11,2018,4
1580,"2018-11-02 10:59:19.796",10,2,44,11,2018,4
1581,"2018-11-02 11:04:31.796",11,2,44,11,2018,4
1582,"2018-11-02 11:07:47.796",11,2,44,11,2018,4
1583,"2018-11-02 11:13:13.796",11,2,44,11,2018,4
1584,"2018-11-02 11:17:10.796",11,2,44,11,2018,4
1585,"2018-11-02 11:20:31.796",11,2,44,11,2018,4
1586,"2018-11-02 11:20:37.796",11,2,44,11,2018,4
1587,"2018-11-02 11:21:14.796",11,2,44,11,2018,4
1588,"2018-11-02 11:23:28.796",11,2,44,11,2018,4
1589,"2018-11-02 11:24:10.796",11,2,44,11,2018,4
1590,"2018-11-02 11:25:30.796",11,2,44,11,2018,4
1591,"2018-11-02 11:27:44.796",11,2,44,11,2018,4
1592,"2018-11-02 11:27:49.796",11,2,44,11,2018,4
1593,"2018-11-02 11:29:36.796",11,2,44,11,2018,4
1594,"2018-11-02 11:30:25.796",11,2,44,11,2018,4
1595,"2018-11-02 11:31:47.796",11,2,44,11,2018,4
1596,"2018-11-02 11:33:20.796",11,2,44,11,2018,4
1597,"2018-11-02 11:34:46.796",11,2,44,11,2018,4
1598,"2018-11-02 11:36:38.796",11,2,44,11,2018,4
1599,"2018-11-02 11:39:40.796",11,2,44,11,2018,4
1600,"2018-11-02 11:40:43.796",11,2,44,11,2018,4
1601,"2018-11-02 11:43:19.796",11,2,44,11,2018,4
1602,"2018-11-02 11:44:08.796",11,2,44,11,2018,4
1603,"2018-11-02 11:47:09.796",11,2,44,11,2018,4
1604,"2018-11-02 11:48:19.796",11,2,44,11,2018,4
1605,"2018-11-02 11:51:58.796",11,2,44,11,2018,4
1606,"2018-11-02 11:52:19.796",11,2,44,11,2018,4
1607,"2018-11-02 11:55:37.796",11,2,44,11,2018,4
1608,"2018-11-02 11:56:43.796",11,2,44,11,2018,4
1609,"2018-11-02 11:59:26.796",11,2,44,11,2018,4
1610,"2018-11-02 12:00:45.796",12,2,44,11,2018,4
1611,"2018-11-02 12:02:41.796",12,2,44,11,2018,4
1612,"2018-11-02 12:03:07.796",12,2,44,11,2018,4
1613,"2018-11-02 12:04:57.796",12,2,44,11,2018,4
1614,"2018-11-02 12:07:23.796",12,2,44,11,2018,4
1615,"2018-11-02 12:09:30.796",12,2,44,11,2018,4
1616,"2018-11-02 12:09:52.796",12,2,44,11,2018,4
1617,"2018-11-02 12:11:32.796",12,2,44,11,2018,4
1618,"2018-11-02 12:11:54.796",12,2,44,11,2018,4
1619,"2018-11-02 12:14:55.796",12,2,44,11,2018,4
1620,"2018-11-02 12:15:36.796",12,2,44,11,2018,4
1621,"2018-11-02 12:17:04.796",12,2,44,11,2018,4
1622,"2018-11-02 12:19:04.796",12,2,44,11,2018,4
1623,"2018-11-02 12:19:35.796",12,2,44,11,2018,4
1624,"2018-11-02 12:23:01.796",12,2,44,11,2018,4
1625,"2018-11-02 12:25:50.796",12,2,44,11,2018,4
1626,"2018-11-02 12:30:22.796",12,2,44,11,2018,4
1627,"2018-11-02 12:35:41.796",12,2,44,11,2018,4
1628,"2018-11-02 12:39:30.796",12,2,44,11,2018,4
1629,"2018-11-02 12:44:51.796",12,2,44,11,2018,4
1630,"2018-11-02 12:48:32.796",12,2,44,11,2018,4
1631,"2018-11-02 12:53:45.796",12,2,44,11,2018,4
1632,"2018-11-02 12:57:34.796",12,2,44,11,2018,4
1633,"2018-11-02 13:01:57.796",13,2,44,11,2018,4
1634,"2018-11-02 13:06:37.796",13,2,44,11,2018,4
1635,"2018-11-02 13:10:43.796",13,2,44,11,2018,4
1636,"2018-11-02 13:14:59.796",13,2,44,11,2018,4
1637,"2018-11-02 13:18:26.796",13,2,44,11,2018,4
1638,"2018-11-02 13:19:09.796",13,2,44,11,2018,4
1639,"2018-11-02 13:22:25.796",13,2,44,11,2018,4
1640,"2018-11-02 13:25:38.796",13,2,44,11,2018,4
1641,"2018-11-02 13:28:48.796",13,2,44,11,2018,4
1642,"2018-11-02 13:30:10.796",13,2,44,11,2018,4
1643,"2018-11-02 13:33:03.796",13,2,44,11,2018,4
1644,"2018-11-02 13:38:24.796",13,2,44,11,2018,4
1645,"2018-11-02 13:41:39.796",13,2,44,11,2018,4
1646,"2018-11-02 13:44:33.796",13,2,44,11,2018,4
1647,"2018-11-02 13:50:21.796",13,2,44,11,2018,4
1648,"2018-11-02 13:54:07.796",13,2,44,11,2018,4
1649,"2018-11-02 13:58:16.796",13,2,44,11,2018,4
1650,"2018-11-02 14:22:57.796",14,2,44,11,2018,4
1651,"2018-11-02 14:26:53.796",14,2,44,11,2018,4
1652,"2018-11-02 14:32:40.796",14,2,44,11,2018,4
1653,"2018-11-02 14:48:10.796",14,2,44,11,2018,4
1654,"2018-11-02 15:23:54.796",15,2,44,11,2018,4
1655,"2018-11-02 15:27:04.796",15,2,44,11,2018,4
1656,"2018-11-02 15:29:53.796",15,2,44,11,2018,4
1657,"2018-11-02 15:33:24.796",15,2,44,11,2018,4
1658,"2018-11-02 15:37:39.796",15,2,44,11,2018,4
1659,"2018-11-02 15:40:21.796",15,2,44,11,2018,4
1660,"2018-11-02 15:43:16.796",15,2,44,11,2018,4
1661,"2018-11-02 16:06:43.796",16,2,44,11,2018,4
1662,"2018-11-02 16:10:54.796",16,2,44,11,2018,4
1663,"2018-11-02 16:12:33.796",16,2,44,11,2018,4
1664,"2018-11-02 16:17:13.796",16,2,44,11,2018,4
1665,"2018-11-02 16:18:50.796",16,2,44,11,2018,4
1666,"2018-11-02 16:22:13.796",16,2,44,11,2018,4
1667,"2018-11-02 16:24:54.796",16,2,44,11,2018,4
1668,"2018-11-02 16:27:56.796",16,2,44,11,2018,4
1669,"2018-11-02 16:30:54.796",16,2,44,11,2018,4
1670,"2018-11-02 16:32:07.796",16,2,44,11,2018,4
1671,"2018-11-02 16:32:51.796",16,2,44,11,2018,4
1672,"2018-11-02 16:34:47.796",16,2,44,11,2018,4
1673,"2018-11-02 16:35:00.796",16,2,44,11,2018,4
1674,"2018-11-02 16:38:55.796",16,2,44,11,2018,4
1675,"2018-11-02 16:38:59.796",16,2,44,11,2018,4
1676,"2018-11-02 16:46:02.796",16,2,44,11,2018,4
1677,"2018-11-02 16:49:44.796",16,2,44,11,2018,4
1678,"2018-11-02 16:51:37.796",16,2,44,11,2018,4
1679,"2018-11-02 16:55:09.796",16,2,44,11,2018,4
1680,"2018-11-02 17:00:38.796",17,2,44,11,2018,4
1681,"2018-11-02 17:13:04.796",17,2,44,11,2018,4
1682,"2018-11-02 17:18:37.796",17,2,44,11,2018,4
1683,"2018-11-02 17:25:28.796",17,2,44,11,2018,4
1684,"2018-11-02 17:31:45.796",17,2,44,11,2018,4
1685,"2018-11-02 17:55:17.796",17,2,44,11,2018,4
1686,"2018-11-02 17:59:02.796",17,2,44,11,2018,4
1687,"2018-11-02 18:02:42.796",18,2,44,11,2018,4
1688,"2018-11-02 18:36:53.796",18,2,44,11,2018,4
1689,"2018-11-02 18:39:03.796",18,2,44,11,2018,4
1690,"2018-11-02 18:42:24.796",18,2,44,11,2018,4
1691,"2018-11-02 18:45:39.796",18,2,44,11,2018,4
1692,"2018-11-02 19:41:15.796",19,2,44,11,2018,4
1693,"2018-11-02 20:37:03.796",20,2,44,11,2018,4
1694,"2018-11-02 20:40:51.796",20,2,44,11,2018,4
1695,"2018-11-02 20:43:17.796",20,2,44,11,2018,4
1696,"2018-11-30 00:22:07.796",0,30,48,11,2018,4
1697,"2018-11-30 01:08:41.796",1,30,48,11,2018,4
1698,"2018-11-30 01:12:48.796",1,30,48,11,2018,4
1699,"2018-11-30 01:17:05.796",1,30,48,11,2018,4
1700,"2018-11-30 01:20:56.796",1,30,48,11,2018,4
1701,"2018-11-30 01:24:32.796",1,30,48,11,2018,4
1702,"2018-11-30 01:28:19.796",1,30,48,11,2018,4
1703,"2018-11-30 01:32:00.796",1,30,48,11,2018,4
1704,"2018-11-30 01:38:17.796",1,30,48,11,2018,4
1705,"2018-11-30 01:39:53.796",1,30,48,11,2018,4
1706,"2018-11-30 01:44:10.796",1,30,48,11,2018,4
1707,"2018-11-30 01:48:36.796",1,30,48,11,2018,4
1708,"2018-11-30 01:50:28.796",1,30,48,11,2018,4
1709,"2018-11-30 01:55:35.796",1,30,48,11,2018,4
1710,"2018-11-30 02:01:08.796",2,30,48,11,2018,4
1711,"2018-11-30 02:05:24.796",2,30,48,11,2018,4
1712,"2018-11-30 02:10:21.796",2,30,48,11,2018,4
1713,"2018-11-30 02:15:54.796",2,30,48,11,2018,4
1714,"2018-11-30 02:19:19.796",2,30,48,11,2018,4
1715,"2018-11-30 03:06:30.796",3,30,48,11,2018,4
1716,"2018-11-30 03:10:30.796",3,30,48,11,2018,4
1717,"2018-11-30 03:13:03.796",3,30,48,11,2018,4
1718,"2018-11-30 03:15:41.796",3,30,48,11,2018,4
1719,"2018-11-30 03:21:09.796",3,30,48,11,2018,4
1720,"2018-11-30 03:29:23.796",3,30,48,11,2018,4
1721,"2018-11-30 03:32:46.796",3,30,48,11,2018,4
1722,"2018-11-30 03:37:24.796",3,30,48,11,2018,4
1723,"2018-11-30 03:39:31.796",3,30,48,11,2018,4
1724,"2018-11-30 03:44:28.796",3,30,48,11,2018,4
1725,"2018-11-30 03:49:50.796",3,30,48,11,2018,4
1726,"2018-11-30 03:55:42.796",3,30,48,11,2018,4
1727,"2018-11-30 03:58:21.796",3,30,48,11,2018,4
1728,"2018-11-30 04:00:57.796",4,30,48,11,2018,4
1729,"2018-11-30 04:04:13.796",4,30,48,11,2018,4
1730,"2018-11-30 04:06:01.796",4,30,48,11,2018,4
1731,"2018-11-30 04:09:20.796",4,30,48,11,2018,4
1732,"2018-11-30 04:12:58.796",4,30,48,11,2018,4
1733,"2018-11-30 04:13:07.796",4,30,48,11,2018,4
1734,"2018-11-30 04:17:10.796",4,30,48,11,2018,4
