num_songs,artist_id,artist_latitude,artist_longitude,artist_location,artist_name,song_id,title,duration,year
1,ARIINPK122BCFCB6FF,,,,Stars In Coma,SOUSNFC12AB01880B9,I Wish Someone Would Dance With Me,187.68934,2008
1,AR1DR0E1187FB48F61,,,"Cross Lane, WV",Kathy Mattea,SOTTJUN12A8C132C22,Sally In the Garden,44.64281,2008
1,ARLH9TN1187B98E170,42.143070000000002,-77.05462,"Corning, NY",Duane Eddy,SOQECSG12AB0185EBA,Loving You,128.31302,1958
1,ARZDZR21187B99C78C,53.409770000000002,-2.9784799999999998,"Liverpool, England",The Swinging Blue Jeans,SOLHYNZ12A8151C77E,Dizzy Chimes,146.59873,
1,ARONAUJ1187B991210,,,,Volumen Cero,SOJWWSL12A6D4F9115,Celula,167.33995,2002
1,AR8BZCC11C8A41503F,34.053489999999996,-118.24532000000001,California - LA,Ernie Halter,SOYYGSD12A6D4FA8DF,Something's Come Over Me (Album),209.52771,2007
1,ARP9QX11187FB50EEB,,,,Ulytau,SOBDHIZ12AB0182E18,Winter (Four Seasons),233.76934,
1,ARJ3EZD1187FB3C04F,,,,Ill Repute,SOCUMJR12A58A7C962,It's Real,128.65261,1997
1,ARAW35N1187B994CCA,,,,Queensryche,SORPGTX12AF72A5A04,Damaged (Live: 2002 Digital Remaster),243.98322,1994
1,ARN1XGZ1187B9B956E,,,,GORGOROTH,SONCRBB12AB01890A7,Ritual,205.53098,1993
1,ARKSZW81187B9B695D,40.714550000000003,-74.00712,"New York, New York",Mariah Carey,SOHEPYD12A8C137123,Vision Of Love,211.9571,1990
1,ARCIQB81187B9A44F3,,,,Neuraxis,SOQFZHG12AB018B9FE,Throught Adjuster,98.16771,2005
1,AR07ZWY1187B9B00A0,,,,Junk Science,SOVSMVX12A8C13D6F8,Keep Oiling Cell Phones (skit),43.49342,
1,AROED381187B99AE76,,,,Eric Church,SOKHURT12AB0185DE0,Love Your Love The Most,170.23955,2009
1,ARIA1UE1187FB52A1F,54.314070000000001,-2.23001,UK,Justin Hayward,SOTSRTH12A6D4FB6CA,Heart of Steel,203.91138,2004
1,ARFN3551187FB4C930,,,,The Turtles,SOXQGKT12A8C136F21,The Story Of Rock And Roll,180.55791,1993
1,ARVFF0Y1187B9AC3CA,,,"Stockton, CA",Pavement,SOQATWR12A813572F6,Hands Off The Bayou,163.73506,2004
1,AR35ZU21187B9B65FC,57.153820000000003,-2.1067900000000002,"Aberdeen, Scotland",Geneva,SOXLFQD12A8C141927,Tranquillizer,211.59138,1997
1,AROJV0O1187B99553A,,,,La Unión,SOXCHAV12A8AE4672C,Falso Amor (Tainted Love),206.23628,2000
1,ARTM8L21187B99F8F9,53.479599999999998,-2.2488100000000002,"Manchester, England",Any Trouble,SOTKQRZ12A8C13BDBD,Playing Bogart,164.362,2002
1,ARHDPNZ11E2835CEFC,,,,Sérgio Mendes Trio,SOPUYYF12A8C141DBA,Inutil Paisagem,202.73587,2003
1,ARCAKI81187B9B60AD,,,,Thomas Fersen,SOUVWLQ12A8AE47F8E,Mon Iguanodon,209.78893,2005
1,ARH26TO1187FB3D7FD,,,,Seryoga,SOBWPMI12AB0187FD7,Russian Jigga,168.75057,
1,ARSDVTF11F4C844C69,,,,Heidi Montag,SOJTBRF12AB018E3EA,Body Language,215.37914,
1,ARJHSDH123E29C1669,,,,Kawasaki 3P,SOYNLTX12AB01893A9,Sob,164.17914,2009
1,AR5A5TB1187FB589A4,,,,Tiny Masters Of Today,SOJWHTL12AB018283A,Feel OK,128.83546,2009
1,ARH6W4X1187B99274F,,,"Oxford, UK",Radiohead,SOSYMSX12A6310DFE2,Subterranean Homesick Alien,267.20608,1997
1,ARR1CKC1187FB40CB6,,,,Laurent Voulzy,SOULMOI12A8C133831,Oh Lori,219.11465,2006
1,AR3PEMB1187FB4D01A,,,,Alabama 3,SOSEMDM12A8C13E837,Terra Firma,215.77098,
1,ARZACJ71187FB42C7B,33.741720000000001,-83.853610000000003,"Walnut Grove, GA",Barbecue Bob,SOUMPMA12A58A7D29B,Bad Time Blues,198.47791,1998
1,ARKKQBD1187FB3715B,37.779159999999997,-122.42005,"San Francisco, CA",Juniper,SOANPKC12AB017C745,Run Away,183.97995,
1,AR3AL881187FB44B52,57.701329999999999,11.966889999999999,"Gothenburg, Sweden",Jens Lekman,SOIJQKS12A6D4FF06C,Into Eternity,224.96608,2007
1,AR5DL8Z1187B992721,,,"Den Haag, The Netherlands",I-F,SOKOTYU12A8C1369DD,Eyes In The Sky,148.84526,1999
1,ARBM57Q1187B9AF97C,34.053489999999996,-118.24532000000001,"Los Angeles, CA",James Horner,SOMFSJZ12A8C13358D,The President's Speech,269.7922,1998
1,AROS7QJ1187B98C2A3,42.99671,-85.590119999999999,"Grand Rapids, MI",Brian Vander Ark,SOJVSVF12A8C133ADA,Survival,228.07465,2005
1,AR2R0MS1187B99F6A8,32.726619999999997,-102.64505,"Seminole, TX",Tanya Tucker,SONZOSK12A6D4F8618,Highway Robbery,209.65832,1994
1,ARY5UO61187FB5271F,45.808900000000001,13.525040000000001,"Monfalcone, ITALY",Elisa,SOBEFXF12A5891F9F9,The Marriage,275.06893,
1,ARISKUN1187FB4E2F1,,,,Yummy Bingham,SODVKON12A6D4F8D53,Is It Good To You,160.46975,2006
1,ARTYQWG1187B9B3EFC,,,,3rd Force,SONJRNE12A8C13461B,Vital Connection,268.43383,1995
1,AR02YGA1187B9B8AC4,-34.608519999999999,-58.373539999999998,Buenos Aires,Bersuit Vergarabat,SONTEWC12AB0186E51,Sencillamente,307.35628,2005
1,AREWAAS1187B98C490,31.859749999999998,-90.394000000000005,"Hazlehurst, MS",Robert Johnson,SOSMVOC12A8AE4580F,Malted Milk,138.94485,
1,ARXESE51187FB4C25E,,,,Alex Beaupain,SODSCCG12AB0182372,A bout de souffle,132.72771,2008
1,ARS56M31187B991A14,,,"Flatwoods, KY",Billy Ray Cyrus,SOPPTJO12AB017F01F,Like Nothing Else,264.6722,2009
1,ARYPRAE1187B9AC4D5,,,,The Real Estate Agents,SORRZAN12AB0188FC1,Nicolai,173.94893,
1,ARKB5MD1187B98DBB2,,,,Ornatos Violeta,SOHRFDQ12AB0183614,Para Nunca Mais Mentir,183.71873,1999
1,ARZORKK11E2835CDA4,45.403260000000003,-71.888930000000002,Sherbrooke,Vincent Vallières,SOACAKP12AB018638D,Faut que tu fesses fort,137.92608,1999
1,ARS2SEI1187B993255,,,,Slut,SOEHCSG12A6D4F92C6,Kanonensong,194.76853,2006
1,AROHDMU1187FB3FCD7,,,,Strangelove,SOBJFQT12A6D4F6F0C,Time For The Rest Of Your Life,286.48444,1994
1,AR79C1C1187FB4C482,-37.090699999999998,-63.584809999999997,Argentina,Los Rodriguez,SOAGKPS12A6D4FA43A,Mi Enfermedad,210.54649,1991
1,ARF99J81187B99A545,,,,David calzado y su Charanga Habanera,SOXXJJT12AB018AB55,La Chica Mas Bella,280.2673,2009
1,ARENNIE1187FB3BF1F,55.857799999999997,-4.2425100000000002,"Glasgow, Scotland",Orange Juice,SOZVJUG12A8C13BF6B,Blue Boy,174.94159,1981
1,ARM1OKQ1187B9B7E3F,,,,Klimt 1918,SODLZNB12AB017FF9B,Rachel,296.69832,2005
1,ARRWDEP122BCFC937F,40.714550000000003,-74.00712,NY - Upstate NY,Frankie Yankovic & His Yanks,SOVGMLY12A8C1314BC,Happy Time Polka,122.67057,
1,ARYNSN31187FB4C573,39.961959999999998,-83.002979999999994,"Columbus, OH",Bizzy Bone Presents,SOROLCY12AB0182652,Intro,50.9122,2004
1,ARCHPXS122988F5B21,,,,El Alquimista Loco,SOMXUUZ12A67AE0C08,Nubosidad Variable,299.96363,
1,ARI18NF1187B99FC57,,,"Norristown, PA",Jaco Pastorius,SOZPIAY12A58A7B7AD,Word Of Mouth (Album Version),233.53424,1981
1,ARYF20K1187B9B76BD,,,"ORANGE, California",George Lopez,SOSJVGP12AB0185B95,Church Hangover,270.68036,2006
1,ARGJVKV1187B9ACBF1,,,"Kingston, Jamaica",Grace Jones,SOTAYHT12A58A78771,Pull Up To The Bumper,281.59955,1981
1,AR7WFGC1187B9B1CD4,,,"Lynwood, CA",Weird Al Yankovic,SOYDZBU12AF72A827C,Close But No Cigar,235.28444,2006
1,ARLEABC1187FB41773,,,,Our Daughter's Wedding,SOICRIR12A6BD546E1,Lawn Chairs,209.57995,2008
1,AR20RMZ1187B9B2994,51.506320000000002,-0.12714,London,Renegade Soundwave,SOYKVDO12A6D4F6E45,Howyoudoin'? (1994),315.84608,1994
1,ARKPBQO11E2835D174,,,Newcastle Upon Tyne,Cheryl Cole,SOLPCVV12A8C1438F1,Stand Up,203.7024,2009
1,AR59BSJ1187FB4474F,,,,3 Gars Su'l Sofa,SOCKHGR12AB0185FC7,Jour / soir,171.57179,2009
1,AREY3RN1187B993C5F,29.953690000000002,-90.077709999999996,"New Orleans, LA",Goatwhore,SOHEYVW12A8C131DAF,Forever Consumed Oblivion,225.64526,2006
1,ARZC6Y31187B9A0BB2,,,,Tattoo Rodeo,SOKJDJU12AC468B4F3,Blonde Ambition,237.03465,1991
1,ARZOY161187B9B5043,37.167929999999998,-95.845020000000005,USA,The Chipmunks,SOFYAEY12AF72A1728,Coming 'Round The Mountain,132.25751,
1,ARYXHVV1187FB46887,,,,The Fireman,SOYLNIP12AB017EDAE,Sun Is Shining,311.61424,2008
1,AR9OGG71187FB40520,,,,Teitur,SORRUIY12A6D4F81EE,You're The Ocean,228.5971,2003
1,AR5S7EG1187B9B1566,,,,CONSOLE,SOJXLPA12A8C136A9A,Houwelandt,230.47791,2006
1,ARF60F61187B9B14B8,,,,2 Brothers On The 4th Floor,SONOIHJ12AB0187122,Never Alone (Beats 'R' Us Mix),320.70485,1994
1,AR1KO711187B9AE36E,,,,Barry Biggs,SOFUXHP12AB018454F,Love Come Down,231.23546,1993
1,AR6J5DI1187FB4CF6E,,,California - LA,America,SOFQUHM12A6D4F9757,Only In Your Heart (Album Version) (2006 Remastered),198.19057,
1,AR9OGG71187FB40520,,,,Teitur,SORYELJ12AAF3B32DE,Hitchhiker,225.59302,2006
1,ARG0KUJ1187B998604,39.952269999999999,-75.162369999999996,"Philadelphia, PA",Kenny Barron,SOOFPLI12AB0184B06,The Procession,288.41751,1998
1,ARDJAPU1187B9B4D48,,,"Stockbridge, GA",Collective Soul,SOZMWSE12AB0183AC0,Compliment (LP Version),181.41995,1999
1,AR074XP1187B9985C5,,,,Hagalaz' Runedance,SOBPGEK12AAA8C5B89,Volven,217.5473,2000
1,AR25UKR1187B9B527A,,,,Jose Larralde,SOCZXKT12AB0189CA0,Talereando,284.3424,
1,ARTMGQC1187FB4EC2D,,,Stockholm SWEDEN,Miss Li,SONTEOK12AB01883DF,Trouble Rumble,47.80363,2007
1,ARNJLGR1242078249B,,,,Max Avery Lichtenstein,SOHSTGY12A8C136434,Departures,80.24771,
1,AR9MOXS1187B98AF78,,,,Robben Ford & The Blue Line,SOAPKIC12A6D4FAA4C,Chevrolet,332.59057,1995
1,AR4117R1187B9ACDF7,,,"Burbank, CA",Lovehatehero,SORYYAW12AC468BF85,Come And Get It,193.09669,2009
1,ARGCBAJ1187FB3F481,,,"Jacksonville, FL",Shinedown,SOMFBMH12A8C1431C4,Start Over [from Leave A Whisper sessions],272.84853,
1,AR5WAUE1187FB40839,38.976700000000001,-76.489930000000001,"Annapolis, MD",Jimmie's Chicken Shack,SOZAATB12A8C1385A7,Nose Face,201.06404,
1,ARJPLNG1187B98C4FB,51.690510000000003,-0.03381,"Waltham Cross, Hertfordshire, Eng",Russ Ballard,SOYETJS12A6D4F5F16,Hey Bernadette,347.74159,1993
1,ARVHSJ11187FB4BA72,53.953330000000001,-1.08342,"York, England",Shed Seven,SOOTHUG12A6D4F91E0,Ocean Pie,279.7971,1994
1,ARRXG5Y1187B9AA016,,,ABD,G-Unit,SOSIVYG12A6D4F93A9,Poppin' Them Thangs,242.52036,2003
1,AROX0AF1187B99B03F,,,,Vector Lovers,SOVASJS12A8C13BBAC,Half-Life,153.52118,2007
1,AR0HVUL1187B9ACE67,,,"AUSTIN, Texas",Hans Zimmer,SOFYIOH12A6D4FB317,Restless Elephants,175.04608,1991
1,AROJZRU1187FB508F3,,,,Samuel L Session,SOOWJFS12AB018D69C,Time,439.32689,2009
1,ARTPRJ611C8A42259B,,,,Ziggi,SOPYXHV12A8C1349A0,Good Over Evil,240.61342,2008
1,AR32ML41187FB36D9A,,,"Luton, Bedfordshire, England",Justice,SOYTUXF12AB0183983,Encore (Album Version),67.94404,
1,ARNDR811187B98F834,,,"Fort Lauderdale/Orlando, FL",Nonpoint,SOYDNHZ12A6D4FA66E,Misled,206.36689,2000
1,AROLM681187FB39B66,-33.869630000000001,151.20695000000001,"Sydney, Australia",Howling Bells,SOXGIGD12A8C13828D,Setting Sun,230.05995,2006
1,AR5ZE5K1187B9AA891,40.714550000000003,-74.00712,NY - New York City,Kelley Stoltz,SOXDLAD12A8C13652B,Morning Sun (Album),118.62159,2008
1,AR571EH1187B98F500,59.56465,9.2677300000000002,"Notodden, Norway",Mortiis,SOGBOCN12AB0187403,The Loneliest Thing,293.25016,2004
1,AREL6YF1187B9ACDF9,37.271880000000003,-119.27023,California,Lenny Bruce,SOEROUE12A58A76962,My Trip To Miami,221.20444,1960
1,AR1G6WM1187FB5C014,,,,Gary Lewis & The Playboys,SOKFMQE12A6D4F41B7,Tina (I Held You In My Arms) (1989 Digital Remaster),125.46567,
1,ARUI9MZ1187B992C69,,,,silent force,SOJIHRZ12A6D4FC372,Tell Me Why,284.62975,2000
1,AR7MCVK1187FB53CB1,37.4876,139.83829,JP,Kagerou,SOYKRYP12A8C13BE7D,Baita no Yuuutsu,165.40689,2006
1,AR7PGV41187FB5AF26,,,,Heredeiros Da Crus,SOJPMZK12AC468D05E,Fransisquino,136.04526,1997
1,ARDZ74R1187B9AF7DC,,,,Trang Fødsel,SOHMTJG12A8C13DAC7,Lykkelige Meg,155.45424,2005
1,AR3J5F11187B98EC7A,18.015709999999999,-76.797309999999996,"Kingston, Jamaica",Hopeton Lewis,SOJKPWX12A8AE48B36,I'd Rather Have Jesus,147.48689,
1,AR1T5VW1187B9B9586,,,"New York, NY",Cobra Starship featuring V.I.P.,SOHMIRA12A8C138AA7,Damn You Look Good And I'm Drunk [Scandalous] (Album Version),231.75791,2007
1,AR0DYTO1187FB4B6AE,,,,Loney_ Dear,SOLNFJP12A8AE46B31,Where Are You Go Go Going To,198.00771,2004
1,ARABEE51187FB572FE,44.001179999999998,-71.634200000000007,"kjsdfsg, New Hampshire",Pastor Troy,SOCHBXL12A8C13A7C8,Gone Getcha,351.03302,2005
1,ARNPEGN12086C11F96,,,,Bright Light Fever,SOPFISZ12A81C20469,How Much Is That Gun?,278.72608,
1,AR31EL21187B98A723,42.331679999999999,-83.047920000000005,"Detroit, MI",The Velvelettes,SOCYKLI12A6310EB29,Should I Tell Them,168.38485,1964
1,ARUYGUB11C8A415A47,27.9758,-81.541060000000002,Florida,RSD,SOOGARI12AB0184863,Speeka Box,356.46649,2008
1,AR3BGZM1187B9AB394,,,,Junior Kelly,SONXWXD12A6D4FB233,Rasta Should Be Deeper,213.28934,2005
1,ARZKNHT1187FB4F5FD,,,Jamaica,Yellowman,SOYOOMK12A81C22D70,I'm Getting Divorced,211.61751,2001
1,ARZNYC61187B9958CF,51.506320000000002,-0.12714,"London, England",Paul Hardcastle,SODVPVA12A81C21B91,Don't Waste My Time (Breakers Mix Part 2),233.32526,1985
1,AR5UX9Q1187FB3F696,,,,José José,SONEDRM12AB017E57C,Lluvia En La Tarde,179.93098,
1,ARISGWX119B8669508,,,,Ooah,SOMJJJT12AB0182379,Foolish Silence,276.89751,
1,ARNM2N51187B98BD93,36.867269999999998,-87.487700000000004,"Hopkinsville, KY",John Brim,SOJEMYK12A8C14342F,It Was A Dream,181.39383,1998
1,ARVL39W1187B989514,,,,Michel'le,SORJWUT12A8C1342AC,Never Been In Love (LP Version),227.44771,1989
1,ARY7DQ91187B98C85E,,,,Infected Mushroom,SOKEKJY12AF72A1005,Song Pong,516.80608,2003
1,AREDRYV1187B9AF37E,,,,Secos And Molhados,SOANNYT12A8C13E9C7,O Patrão Nosso De Cada Dia,209.50159,1973
1,ARNNHLN1187FB42912,29.079039999999999,-110.94695,"Hermosillo Sonora, Mexico",Yahir,SONKDJU12A67FFB313,No seamos tontos,216.81587,
1,ARWRZXU1187B9B3D51,52.404449999999997,-3.9851200000000002,Wales,Mclusky,SOESVJS12A58A7C406,The Gift Of Slight,102.53016,2004
1,ARZJ49W1187B9A4A9B,33.626460000000002,-80.947400000000002,South Carolina,Marvin Sease,SOEZIPF12AC4686E0E,My Dog Won't Bark,238.81098,
1,AR4VMUU1187FB3BA5D,34.053489999999996,-118.24532000000001,"Los Angeles, CA",West Indian Girl,SOMBIWH12A58A7DB9B,Hollywood,296.17587,2004
1,ARBXNMS11E2835F1B1,,,,Rodriguez Jr.,SOBWIAO12AC4688037,The Dark,458.78812,
1,ARMK4631187FB5CE4A,,,California - LA,Larry Norman,SOOQWSJ12AB017B8AD,Nothing Really Changes,195.63057,1970
1,AR3ZGUC1187FB57721,,,,Ali Farka Touré_ Toumani Diabaté,SOVISQQ12AB0184B6D,Sina Mory,267.59791,2010
1,ART09111187FB5BF48,32.365029999999997,-88.703069999999997,"Meridian, MS",Ty Herndon;Stephanie Bentley,SOVWNAS12A8C130573,Heart Half Empty,295.3922,
1,ARDEC2A1187B9A460E,,,"Cleveland, OH",Chimaira,SOATHUP12A8C131DC3,The Flame,323.18649,2007
1,ARZV8KZ1187B9A1B13,,,,Painbastard,SONZIVD12A6D4FB2E4,Poison for your soul,368.84853,2006
1,ARJTBO81187FB4B7CC,,,CANADA - Ontario,Voivod,SOPBAXJ12AB0186F91,Cosmic Conspiracy,368.92689,1995
1,ARN3SEQ1187FB47AA8,,,"Seattle, WA",Heart,SOZICWN12A8C132162,Rock And Roll,330.73587,
1,ARAOZRA120AB961844,,,Portland OR,Y.A.C.H.T.,SODITCJ12AB01833D0,Bunny & Duck's Boat House,211.61751,2004
1,ARCGQQ11187B994F5D,,,,Sentidos Opuestos,SOEQSYK12A8C1378C9,Entre Amigos,233.32526,1997
1,AR4L4WQ1187FB51996,,,"Braintree, Essex, England",The Prodigy,SORERTC12A8AE454B3,Music Reach (1/2/3/4) (Remastered),252.52526,
1,ARVQML91187FB5BA1C,,,,Los Bravos,SOEQDIW12A6D4FC909,Black Is Black (Radio Version),257.38404,
1,ARKLV1G1187B989FE9,45.946950000000001,24.980399999999999,Romania,Akcent,SOFFKYC12A8C141B99,Ti-Am Promis,240.84853,2006
1,ARCQYL51187B9A438E,,,,Mutandina,SOZTXJF12AB017F0D3,Quaker,328.75057,2005
1,ARSOYIA11F4C842DA4,,,,Stevie B,SOQFQJI12A8C13471E,In My Eyes,312.89424,1988
1,AR9VN011187B9ADD25,51.21349,-1.4880899999999999,"Andover, Hampshire, England",The Troggs,SOFCGDW12A58A78012,Give It To Me (All Your Love),135.57506,1968
1,ARTVUER1187FB3905B,,,"New Orleans, LA",Juvenile,SOKTLGM12A6D4FA4FD,All About Money (Featuring Skip),280.78975,2002
1,ARD3LXU1187B9ABFC5,,,,Sex Pistols,SOAOWLA12A6D4F7DD4,New York (Dave Goodman Demo Version) (Explicit),186.40934,
1,AR7AE0W1187B98E40E,,,,Intocable,SOZPXMV12A8C1359C6,¿Dónde Estás?,244.58404,1997
1,AR8YYNB1187B9A4BB3,,,,Assemblage 23,SOTTNRD12A8C13F7B6,Sorry,332.30322,2007
1,ARFFL3N1187FB3F6AF,,,,Tryo,SOASQHW12A8C137B6D,J'ai Rien Prévu Pour Demain,658.52036,
1,AR93D4D1187FB3ACAD,35.472000000000001,-97.520330000000001,"Oklahoma City, OK",J.J. Cale,SOICEAK12A6D4F4819,Midnight In Memphis,263.94077,1997
1,ARC6MRZ1187FB562B3,,,,High Tone,SOUZAFX12AC961841F,Depth In the Middle,295.6273,2007
1,ARKYI5T1187B99334F,35.219619999999999,-80.019549999999995,North Carolina,Janet Paschal,SORBVIZ12A8C13A4BA,God Will Make A Way,316.36853,
1,ARQCDBP1187B997D36,,,California - LA,Grant-Lee Phillips,SOVTXGY12AB018DC52,It Ain't The Same Old Cold War Harry,221.02159,2009
1,ARTTF2N1187FB50E0F,,,,Erlend Øye,SONSOGD12B0B8092E7,Prego Amore,233.74322,2002
1,ARXUG3L1187B9A8DBC,42.331679999999999,-83.047920000000005,"Detroit, MI",Earl Klugh,SOMPURW12A6D4F6E50,Tenderly,112.61342,1980
1,ARL325Q1187B99773A,,,,The Harvey Girls,SOHZCKI12AB018A082,Stone Girl,310.90893,
1,AR6H6R11187FB38BF6,43.125320000000002,5.9302999999999999,"Toulon, France",Gilbert Bécaud,SOAUMPB12A6D4F71B4,Au Bout De La Route,243.56526,
1,ARBOEDU123E26703BA,,,,Varios,SONHOHN12AB0185D1D,Strings,192.65261,
1,ARYBXCB11F50C4E0E0,,,,Louis Armstrong and His Orchestra,SOXYPYX12AB0187051,Honey_ Do!,154.93179,
1,ARJF4E41187FB499FF,40.714550000000003,-74.00712,NY - New York City,Ashford & Simpson,SORAUDC12A6D4F7273,The Debt Is Settled (Album Version),233.11628,1978
1,AR0YHRY1187FB58249,43.083640000000003,-8.7315299999999993,San Sebasti� Spain,Alberto Iglesias,SOENUJX12AB017EF68,Procession,100.44036,2005
1,ARAWQ751187FB36C18,,,"King of Prussia, PA",Bloodhound Gang,SOWBXKQ12A8C131F1C,Nightmare At The Apollo,56.52853,1995
1,ARKZAOV11F50C4D537,,,,Southland Gangsters,SOYBDMG12AB017E20E,Southland Superman,269.16526,
1,ARRLCY71187B9A0FC6,,,,Jongo Trio,SOEWLTH12A6D4F8E29,Morena Boca De Ouro,163.36934,
1,ARUQ00Q1187B9B3290,,,,Susan Ashton,SOMTLJS12A6D4F85A3,You Move Me (A Distant Call Album Verison),314.48771,
1,ARNHT6E1187FB4AB38,,,,Damero,SOUGNMD12A8AE46545,Okay_Okay,307.98322,2007
1,AR5QKXP1187FB3722A,33.83276,-117.91571999999999,"Anaheim, CA",The Willowz,SOVFVEW12A6D4F9D7B,Choose A Side,281.46893,2007
1,ARQRL5B1187FB4E016,,,"Egremont, Cumbria, England",It Bites,SOGYAED12A6D4F8232,Midnight,243.25179,1988
1,ARJZOEE11F4C83C864,,,"Liverpool, England",Apollo 440,SODIELZ12A8C137317,1_ 2_ 3_ 4,223.42485,
1,ARBVASN1187B9890CB,,,"Chicago, IL",Lucky Boys Confusion,SOPBXLN12AB0187F53,The Struggle (Getting Out Alive),218.80118,2006
1,AR3Q48J1187FB55278,,,,The Rapture,SOITFPA12A670201C6,Killing,218.22649,2003
1,ARDH6QP1187B9A4CCA,,,,Grammatrain,SOBQISY12A6D4FB2C2,Don't Underestimate (Album Version),239.49016,
1,ARYLXAT11E2835C917,,,,Little Joy,SOGYPYV12AB017B946,No Ones Better Sake,173.60934,2008
1,ARIGHFP1187B9A4467,,,,The Old Dead Tree,SOESQFB12A8C133EEC,We Cry As One,398.65424,2003
1,ARVRXYY1187B9A8FC6,62.198450000000001,17.55142,SWEDEN,Simon Says,SOOARDX12A8C141112,The chosen one,342.96118,
1,ARCZBX11187B9AD089,,,,Suicide Commando,SOXTSOI12AB018A6A7,God Is In The Rain [:wumpscut: remix],317.85751,2010
1,ARBBRM31187B9AFE9D,,,,Jan Garbarek_ The Hilliard Ensemble,SODFDPW12A81C218C9,Regnantem sempiterna (Anonymus),335.67302,1994
1,ARAW7QF1187B99DF45,38.627740000000003,-90.199510000000004,St. Louis MO,Living Things,SOWTWYE12A8C141FD3,Oxygen,194.11546,2009
1,ARXPSCY125094119BD,,,,Vienio & Pele,SOSLOJH12A8C13BF53,Kolaz,163.73506,
1,ARKDRUN1187B9B8A4D,,,,Oumou Sangare,SONDXEU12A58A7B3B4,Ah Ndiya,268.32934,1994
1,ARB5GX51187B98A737,,,,Dave Gahan,SOTVNUY12AF72A2CF6,Endless,346.67057,2007
1,ARRUJJN1187FB3F241,51.506320000000002,-0.12714,"London, England",Beatfreakz,SORVLYO12A8AE48BAE,Superfreak,361.35138,2006
1,ARCQGTE1187B98F814,,,,Nichole Nordeman,SOQIZDW12A6D4F9BB1,Do You Hear What I Hear,236.5122,2005
1,ARP9Z211187B9937F6,39.952269999999999,-75.162369999999996,"Philadelphia, PA",Clara Ward,SOCIFXP12A8C13FE67,Just One Moment,123.19302,
1,ARGXNS21187B999665,27.9758,-81.541060000000002,Florida,Tina Britt,SOBHGWG12A6D4F50D2,He Put The Hurt On Me,177.94567,2006
1,AR3ADSE1187FB583B7,,,,Lotta Engbergs,SOQTYTG12A8AE473CF,Åh Vad Jag Älskade Dig Just Då,181.26322,
1,ARBOG0H1187B99F775,47.564999999999998,-122.62569000000001,"Bremerton, WA",MxPx,SOPOFBK12AF729EEBE,Answer In The Question,129.88036,2000
1,ARV9KX51187FB4CD00,,,,Beep Beep,SOFKBDJ12A6D4FA779,Chewy Poison (Album Version),41.11628,2004
1,AREC0V11187B9B62E7,,,,Weepers Circus,SOANBAI12A8C144992,Maurice (feat. Goulec),162.63791,2003
1,ARTAWLO1187B9ACE3D,,,"Bergen, Norway",Burzum,SOCHOPD12AB0185DBC,My Journey To The Stars,490.57914,1992
1,ARZ50BN1187B99AF89,,,"Norman, Oklahoma",Vince Gill,SOWBJKS12A58A7591E,Sweet Little Corrina,171.10159,
1,AR669ZN1187FB5661F,,,"paris, Ile-de-France",Mother's Finest,SOWMADU12A6D4FC113,I Don't Wanna Come Back,231.44444,
1,AR09ON21187B9A966E,,,,Cleopatra Stratan,SOHFFPV12A8C1382C0,Numar PanLa Unu (Counting Untill One),167.78404,
1,ARRBQAL1187B9B298E,,,,Roots Underground,SOELMWV12A8C136CCD,Tribesman Assault,180.50567,
1,ARX94XS1187FB54D0E,,,,Charlean Dance,SOOCBCF12A8AE46DEC,MR DJ (Radio Edit),179.9571,
1,ARHFP9P1187FB44A90,30.439769999999999,-84.280649999999994,"Tallahassee, FL",Look Mexico,SONNCLH12AB018CF25,They Only Take The Backroads,212.32281,2010
1,ARA79JA1187FB38652,33.958129999999997,-83.373249999999999,"Athens, GA",Leo Kottke,SOWWTDK12A8C13B081,Perforated Sleep,165.19791,1981
1,ARK2CBH1187B9A2667,46.71067,1.7181900000000001,FRANCE,Dark Sanctuary,SOARLSB12B34F1C385,Rêve Mortuaire,244.37506,2000
1,ARWHM281187FB3D381,37.805059999999997,-122.27302,"Oakland, CA",Souls Of Mischief,SONCPQC12A58A7D3A7,Spark,220.96934,2002
1,AR7Y6JX1187FB4D9B3,,,"Washington, D.C.",Bad Brains,SOTUGCE12AB0181409,Destroy Babylon,85.26322,1983
1,ARPMAZJ1187FB3C65F,,,Connecticut,Keel,SOLPJPD12AB018D636,Gimme That,211.43465,2010
1,ARUWYOE122ECCB8B2F,39.895020000000002,-2.98868,Spain,Pablo Sciuto,SOWRWSC12A8C141469,Paisaje,271.38567,
1,AR9LL8U1187B9A4D49,,,,Sense Field,SOXJKIJ12AC4687163,Take What You Want,222.71955,2003
1,ARWS2GP1187FB4CCD2,,,,Atom And His Package,SOBMAEL12A58A7B52F,For Aliza_ Whenever She May Sleep.,216.55465,
1,AR732HZ1187B98E935,,,,"Bobby ""Boris"" Pickett",SOYKOSN12A8C141858,Monster Mash,198.50404,1986
1,ARTRQUJ1187B992ADD,37.271880000000003,-119.27023,California,Larry Graham & Graham Central Station,SOMNVJA12A8C144EDB,Easy Rider (Album Version),177.03138,1975
1,AR6WHOO1187B9B8449,39.952269999999999,-75.162369999999996,Philadelphia,Greg Weeks,SOJDUEN12A8C13863C,Sleep Right,212.6624,2001
